NA	sentiment	tweet	
6.38549E+17	negative	"After that horrendous performance by Romero on sunday, Manchester United had no choice than to stall the DDG move to Real Madrid!"	
6.38549E+17	neutral	David de Gea to Real Madrid: Everything you need to know on monday night about Man Ut http://t.co/EFNxDcGjFV	
6.3855E+17	positive	"@CassieLeuffen Chuck Norris and 10,000 people march through downtown Birmingham Saturday and @OANN doesn't cover it? Who dropped the ball?"	
6.3855E+17	negative	#Annoyed #GoldenOpportunity wasted.   Tomorrow is another game. #Hate the Red Sox https://t.co/yfcjFF2UGu	
6.3855E+17	negative	"Would never vote for Kane for president, mostly with Kim Kardashian as his wife. No way in hell is she going to be the 1st lady"	
6.3855E+17	neutral	"We'll be talking about Seth Rollins' #WWENOC Title Matches, #RAW &amp; more #BustedOpenLive tomorrow from 2-4PM EST on @SIRIUSXM Rush Channel 93"	
6.38551E+17	negative	When I see niall's bitch ass tomorrow I am going to cry	
6.38551E+17	positive	Reminder: the wonderful madness that is Super Time Force hits the PS4 and Vita tomorrow. REJOICE. http://t.co/c2S0aoQgOm	
6.38551E+17	positive	"Watching Monday night Raw when John Cena's song comes on....  Sasha comes booking it into the living room saying, ""Cena! Cena!"""	
6.38551E+17	neutral	ed Sheeran is gonna be here on the 12th why am I poor	
6.38551E+17	positive	Zayn: ha ha I love Philly ! Going to make appearance tomorrow .. I love pears :) x	
6.38551E+17	neutral	"When I read this, all I can think about is how the Red Sox still have a chance  https://t.co/blPhv6PKvo"	
6.38552E+17	negative	The only thing scarier than Kanye West running for president is that there's a slight chance Kim Kardashian may be the First Lady..	
6.38553E+17	neutral	"Yankees fall to Red Sox, fail to gain ground on Blue Jays: The scoreboard on the Green Monster showed a rare sight Monday night: a Bl..."	
6.38553E+17	negative	The world is going to end the day Kanye West is elected pres or tomorrow	
6.38553E+17	neutral	@K8_Bowers stayed until the end. Red Sox won but not without a few heart palpitations in the 9th!	
6.38553E+17	positive	I will be back on PSN tomorrow the 2nd of september with my new PS4 :) message me if your intersented in my psn name :)))))	
6.38553E+17	positive	Talking about Janet Jackson...I can't wait to see her in February!  #UnbreakableWorldTour	
6.38554E+17	neutral	@duncancastles Why am I not surprised that you blame #MUFC for Real Madrid leaving DDG bid till the 11th hour?	
6.38557E+17	neutral	Fenway Park staff reportedly confiscating Don Orsillo signs: Monday night is the first Red Sox game at Fenway ... http://t.co/plkWRi4rir	
6.38558E+17	positive	"by tomorrow, my layout will hopefully consist of a selfie with Niall and otra fireworks fingers crossed people"	
6.38559E+17	neutral	#rivalryweek 2 out of 4 today Mets beat the phillies Yankees lose to the Red Sox on a 9th inning 2-out grand slam robbery	
6.38559E+17	negative	Man i really wanna see luffy go 4th gear : / ANd fuck i hope naruto isnt another flash back i give 0 fucks about ur pass atm JUST FIGHT DAMN	
6.38559E+17	positive	you may not like them together but admit it camila and shawn sounds amazing together	
6.38559E+17	neutral	More like Taylor wants to stay the hell away from Miley bc she saw how Nicki dragged her Sunday. https://t.co/Xo7KkQWeSS	
6.38559E+17	neutral	do u think I should be telling Niall abt these ships instead . @NiallOfficial what are u doin tomorrow ? I want to show u some boats	
6.3856E+17	negative	Why do you spread lies? Zayn still has his IG https://t.co/Lz24k3lXF7	
6.3856E+17	negative	"Ok, so Kanye West becomes US president means Kim Kardashian is 1st lady.. let it happen !! hahaha"	
6.38563E+17	negative	"All Nicki said was ""what's good"" like c'mon now we get it she a bad bitch ok"	
6.38563E+17	positive	New class tomorrow! Then I will be one month away from getting my first degree. I'mma do a Kanye West speech when I get it too.	
6.38564E+17	neutral	@KrazyK_20 it's ok you can do it Friday so it can be fresh for Milan party	
6.38565E+17	neutral	"Twitchy: At the MTV Video Music Awards Sunday night, Kanye West concluded an acceptance speech ... http://t.co/xDal7kPitg #WakeUpAmerica"	
6.38565E+17	positive	I get to see the love of my life for the 4th time omgjsjsnznz NIALL	
6.38565E+17	positive	@ThunderS7ruck moderate NAT and freezing issue. I'm used to the sweats!! I may buy a PS4 before release based on playability	
6.38567E+17	positive	So Michael Cole really sat there and called John Cena a fellow legend along with Sting? Wow. #WWE #RAW	
6.38568E+17	positive	@livebyfoma Managed to get my hands on the PS4 version on Saturday. It exceeds the hype if that's even possible	
6.38568E+17	neutral	Taking the fam to the Yankees and Red Sox game tomorrow	
6.3857E+17	positive	"I really don't like wishing time away, but I really wish it was September 10th and I was seeing Ed Sheeran and the squad was in Florida"	
6.3857E+17	neutral	yo if Last Friday Night by Katy Perry doesn't take you back to bomb middle school days then I feel very bad for you	
6.3857E+17	negative	But Saturday Shawn was trying to say that he's single in Spanish. Who the fuck knows anymore?!?!	
6.3857E+17	neutral	@DanielAGreen1 Tomorrow the price will be right for David Price will not be on the slate...	
6.38571E+17	negative	This bit badder than Kanye West ego and Hotter than the sun.	
6.38571E+17	neutral	I should really get sleep since I have class tomorrow but when you have a PS4 and Madden 16 in front of you it's kinda hard..	
6.38571E+17	neutral	So he's every bullpen pitcher the Red Sox have ever had? https://t.co/Ezk3Km3Ydx	
6.38572E+17	neutral	@OreoClones2012 what about the beat to 3rd Quarter by Gucci	
6.38572E+17	positive	"Don't wanna be an Italian idiot. thanks for tonight Turin you were badass, see ya tomorrow Milan"	
6.38573E+17	positive	I just realized I've been watching Naruto since I was in the 5th grade and I'm about to start my 3rd year of college...	
6.38574E+17	neutral	"@Fangemeinde Damn lol. I needa catch up. You know it took me the whole 5th grade to watch Naruto, and that wae the year Shippuuden came out?"	
6.38574E+17	negative	"Sad i cant make gucci's party sat, and oskur would have made a friend with his lonely ass."	
6.38575E+17	neutral	@Kamila_1324 yo come by Bhs tomorrow imma be there with Mikayla and Gucci then we gonna work out. Come by I you wanna die (hypothetically)	
6.38577E+17	neutral	Paul McCartney's daughter (Stella) and Ringo Starr's son (Zak) share the same birthday:  September 13th.	
6.38578E+17	positive	Red Sox may not be good but I can enjoy them beating the Yankees	
6.38578E+17	positive	"@richardnaik @KayinAmoh So honestly, even if the PC version is great, it sounds like PS4 is terrific as well. May just come to preference."	
6.38578E+17	negative	I blame that one rain delay on Sunday Night Baseball against the Red Sox.	
6.38579E+17	positive	@TheMikeLjubsa Blue Jays beat Red Sox with a huge rally in the second half of the game back in June. That's the best one I remember.	
6.38579E+17	neutral	Win 2 FREE tickets to see Ed Sheeran at Toyota Stadium Sept 5! View the link to see how to enter our drawing.  https://t.co/dJUmZ1poip _RT_	
6.38582E+17	neutral	Aug 30 (Infostrada Sports) - Top scorers of the La Liga on Sunday 2 Nolito (Celta Vigo) Gareth Bale (Real Madrid) James Rodriguez (Real	
6.38582E+17	negative	"All the millions Real Madrid have got, still can't buy a decent PC. Smh. #DeadlineDay  https://t.co/sluLS7CDWH"	
6.38582E+17	positive	"I have the same birthday as my girlfriend and John Cena, April 23 about to be so lit"	
6.38582E+17	neutral	French club Monaco confirmed on Wednesday that a loan deal has been reached with Real Madrid for P...  http://t.co/Do6fcQg9QV	
6.38584E+17	negative	Tomorrow it's going to be July 63 and still no frank ocean album	
6.38586E+17	negative	"Friday I need to be in Cleveland turnt like "" I just fuck yo bitch in sum Gucci flip flops"""	
6.38587E+17	neutral	another week. C. wants to take him to a gay bar. Assistant points out that he may find a girlfriend. Or a boyfriend. Whatever.	
6.38588E+17	positive	@david_garrett see you tomorrow in Milan! Kick some ass babe!	
6.38589E+17	neutral	Real Madrid and/or #mufc may consider an appeal over the cause of the David De Gea delay (i.e. computer glitch). #SSNHQ	
6.3859E+17	neutral	can Nicki and Drake go ahead and get married and have the child that will be 3rd legendary Sannin	
6.3859E+17	neutral	OK it is time for me to sleep. First day as a Senior / Grade Twelver tomorrow. Gonna be craic ! Save me Paul McCartney	
6.38596E+17	neutral	"T-Swift's ""Bad Blood"" playing in the bottom of the 11th at the Giants-Dodgers game. Must have been an accident..."	
6.38596E+17	neutral	"@SenorBarbero There will be a proclamation of the date of Eid al-Adha in the next 2 weeks. 23 Sep is a best guess, but it could be 24 Sep"	
6.38596E+17	neutral	"#AllLivesMatter ... White, Black, guy, girl or even a Caitlyn Jenner whatever that may be stop the violence 2k15"	
6.38597E+17	negative	I pity those 'Ba turenci' northerners. Many of them may be victims in this war against Boko Haram just as we get... http://t.co/BT2EYBjJJ0	
6.38598E+17	neutral	"Real Madrid paper work didn't collapse! They're being clever, they'll wait till January when they can hold contract talks with De Gea!"	
6.38599E+17	positive	WWE Fans glad thank you @StephMcMahon @WWEUniverse  Sting vs. Seth Rollins John Cena vs. Seth Rollins  Good Luck Sunday Sept 20!	
6.38599E+17	positive	WWE Fans glad thank you @StephMcMahon @WWEUniverse  Sting vs. Seth Rollins John Cena vs. Seth Rollins  Good Luck Sunday Sept 20!	
6.38599E+17	negative	Christians snapchat story makes me want to kill myself..like I feel like a depressed 8th grader going through that emo phase	
6.38599E+17	negative	@Just_Kendall @MoneyTalker_K @Drake Nicki wrote everything drake a emotion soft ass nigga crying cause he wasn't 1st in line my dad meek won	
6.386E+17	neutral	"De gea can still join Real Madrid this January with far less money,United is screwed over if those doesn't get sorted out"	
6.386E+17	neutral	David de Gea's deal from Manchester United to Real Madrid stalls at the 11th hour - http://t.co/qiomI3ZwdR	
6.38601E+17	neutral	"@politicalfutbal I think it'll be a dead rubber, if it's not already, but I'm going to Orioles @ Red Sox in a few weeks, Friday night game"	
6.38602E+17	neutral	Manchester United and Real Madrid will attempt to revive David de Gea's move to the Bernabeu on Tuesday after the... http://t.co/MkSv9IUGBX	
6.38603E+17	neutral	".@schicflair Stardust as Gollum, Undertaker as Sauron, Kane as the Witch King, the Ascension as Uruk Hai, Wyatts as the Ring Wraiths  c'mon."	
6.38606E+17	positive	"Real Madrid clever play paper work in late, Navas stays and the get De Gea for next to nothing in the January window nice new year present."	
6.38606E+17	neutral	Pl tell this #CONgress installed Vice President doing his 2nd term in t chair tat he is VP India not a spokesman 4 Muslims #HamidAnsari #BJP	
6.38606E+17	neutral	"http://t.co/i6kLbRCXUA If Man Utd and Real Madrid cannot get the paperwork correct and on time, who can ?"	
6.38606E+17	neutral	"@anthoniedig Milan will buy in January. Y'all need a midfielder with outstanding vision though, else Bacca and Adriano will struggle."	
6.38607E+17	neutral	"Scott Walker on Sunday said he was considering a fence on the border with Canada: ""Some people have asked us... http://t.co/7stKOXOE7G"	
6.38608E+17	positive	"Tomorrow's the night! Weekly lesbian discussion group at Gay's the Word, WC1N, 8-9pm, every Wednesday @gaystheword"	
6.38608E+17	neutral	It's September 1st and 12 more days until niall's birthday and on his birthday it's going to be A YEAR SINCE I SAW THE BOYS FOR THE WWAT	
6.38609E+17	negative	"The @JimmyKimmelLive Name That Celeb contest just refused Caitlyn Jenner as 'correct' answer, demanding Bruce instead. C'mon y'all. @glaad"	
6.38609E+17	negative	"Jeremy Corbyn poses national security threat, says George Osborne http://t.co/hmbZ5tNkJs He certainly threatens the United Kingdom of Zion"	
6.3861E+17	neutral	@DarrenCriss my best friends and I are going to milan this friday to monday because you were going and now we have to go.. be there.. please	
6.38611E+17	neutral	@MileyCyrus I dreamed about katy perry dragging Nicki's back for you on sunday and it was very fatal. I hope it's gonna happen	
6.38613E+17	neutral	Milan wanted Witsel - Galliani: The club's CEO has revealed he tried to sign the midfielder right up until the end of Monday's transf...	
6.38614E+17	positive	@BBC6Breakfast playing Papa was a Rolling Stone. Fitting as we packing up the office for our big move tomorrow. Whereever we lay our hats...	
6.38615E+17	positive	"@KingSalman its not the 1st time religion is manipulated,in this case Islam. Raif spoke out against the establishment, he's a hero.#FreeRaif"	
